id,_origin,name_JP,unit_JP,name,unit,tiles,skins,parse,vals,sort,trait,LV,chance,value,weight,recipeKey,factory,components,defMat,category,tag,detail_JP,detail
41,door_lattice,格子のフェンスの扉,,lattice gate,,"2605,-2605,2605,-2605",,,,furniture_door,,8,,800,,,,"ingot/4,bolt/2",,,,,
1118,door_shoji,,,,,,,,,furniture_door,,,,,,,,,,,exotic,,
1119,door_shoji,,,,,"2624,-2624,2624,-2624",,,,furniture_door,,,,,,,,,,,exotic,,
1220,door_shoji,襖,,,,"2630,-2630,2630,-2630","2,4,6,8,10,12,14,16,18",,,furniture_door,,,,,,,,,zylon,,"exotic,randomSkin",,
1234,door_curtain2,,,,,,,,,furniture_door,,,,,,,,,,,,,
42,door_stone,,,,,"2608,-2608,2608,-2608",,,,furniture_door,,8,,,500,,,"cutstone/6,rope/1",,,,,
43,door_stone,,,,,"2610,-2610,2610,-2610",,,,furniture_door,,32,,1600,,,,"cutstone/8,gem/4",,,,,
45,door4,,,,,"2600,-2600,2600,-2600",,,,furniture_door,,6,,380,,*,,"plank/2,nail/1",,,,,
44,door4,,,,,"2601,-2601,2601,-2601",,,,furniture_door,,6,,420,,,,"plank/2,nail/1",,,,,
46,door4,,,,,"2609,-2609,2609,-2609",,,,furniture_door,,6,,600,,,,"plank/2,scrap/1,nail/1",,,,,
864,doorframe,,,,,3300,,,,furniture_door,,,,,,,factory_stone,"cutstone/2,nail/1",silt,,,,
865,doorframe,,,,,3302,,,,furniture_door,,,,,,,factory_wood,"log,nail",,,,,
866,doorframe,,,,,3304,,,,furniture_door,,,,,,,factory_wood,"plank/2,nail/1",,,,,
120,grave,,,,,700,,,,furniture_grave,,,,,,,,,,,,,
121,grave,,,,,1432,,,,furniture_grave,,,,,,,,,,,,,
1035,grave,,,,,1332,,,,furniture_grave,,,0,,,,,,,,,,
1036,grave,,,,,1333,,,,furniture_grave,,,0,,,,,,,,,,
1046,grave,,,,,1334,,,,furniture_grave,,,0,,,,,,,,,,
1047,grave,,,,,1335,,,,furniture_grave,,,0,,,,,,,,,,
1048,grave,,,,,1336,,,,furniture_grave,,,0,,,,,,,,,,
1049,grave,,,,,1337,,,,furniture_grave,,,0,,,,,,,,,,
1050,grave,,,,,1338,,,,furniture_grave,,,0,,,,,,,,,,
1154,grave,,,,,1331,,,,furniture_grave,,15,,,,,,,,,,,
122,grave,,,,,1433,,,,furniture_grave,,15,,,,,,,,,,,
123,grave,,,,,1434,,,,furniture_grave,,15,,,,,,,,,,,
124,grave,,,,,1435,,,,furniture_grave,,15,,,,,,,,,,,
125,grave,,,,,1436,,,,furniture_grave,,15,,,,,,,,,,,
126,grave,,,,,1437,,,,furniture_grave,,15,,,,,,,,,,,
127,grave,,,,,1438,,,,furniture_grave,,15,,,,,,,,,,,
grave_dagger1,grave_dagger,,,,,1702,,,,furniture_grave,,,0,,,,,,,,,,
grave_dagger2,grave_dagger,,,,,1703,,,,furniture_grave,,,0,,,,,,,,,,
834,electronics,テレビ,,TV,,1231,,anime/6/5000,,furniture_mech,TV,28,,4200,,,,"plank/5,ic/2,glass/6",oak,mech,,,
1114,electronics,ヒーター,,heater,,1306,,,,furniture_mech,,18,,2000,,,,"ingot/5,bolt/4",copper,mech,,,
1115,electronicsL,ヒーター,,heater,,2211,,,,furniture_mech,,33,,4500,,,,"ingot/12,bolt/8",copper,mech,,,
850,electronicsS,ラジオ,,radio,,1726,,,,furniture_mech,Radio,12,,900,,,,"ingot/2,microchip/1,stick/1",onyx,mech,,,
855,electronicsS,ラジカセ,,boomer,,1927,,,,furniture_mech,JukeBox,14,,1500,,,,"ingot/3,microchip/2,stick/2",aquamarine,mech,,,
1309,electronicsS,ASMR再生機,,ASMR player,,1927,,elec/-150,,furniture_mech,ASMR,14,3,1500,,,none,ash3,mica,mech,,,
571,electronicsS,テレビ,,TV,,1931,,anime/6/5000,,furniture_mech,TV,20,,2400,,,,"ingot/4,ic/1,glass/4",chromite,,,,
1089,electronicsS,扇風機,,fan,,1737,,anime/3/400,,furniture_mech,,8,,,,,,"ingot/3,microchip/1",mica,,,,
1090,electronicsSWall,エアコン,,air conditioner,,1639,,anime/3/400,,furniture_mech,,45,,4500,,,,"ingot/8,leaf_palulu/4,chunk@ice/30,ic",plastic,,,,
1246,fridge,巨大冷蔵庫,,big fridge,,1212,,elec/-20,,furniture_mech,"Fridge,8,8,modern,meal",48,10,24800,24000,,machinebench,"ingot/20,ic/1,chunk@ice/40,crystal_mana",,,,,
112,fridge,,,,,1409,,elec/-5,,furniture_mech,"Fridge,4,4,modern,meal",15,,5800,12000,,machinebench,"ingot/4,ic/1,chunk@ice/20",,,,,
111,fridge,,,,,,,elec/-10,,furniture_mech,"Fridge,5,6,modern,meal",27,,9600,18000,,machinebench,"ingot/10,ic/2,chunk@ice/30",,,,,
286,pot_plantBig,,,,,600,,,,furniture_plant,,,,,,,,,,,,,
287,pot_plantBig,,,,,601,,,,furniture_plant,,,,,,,,,,,,,
288,pot_plantBig,,,,,602,,,,furniture_plant,,,,,,,,,,,,,
289,pot_plantBig,,,,,603,,,,furniture_plant,,,,,,,,,,,,,
743,pot_plantBig,,,,,604,,,,furniture_plant,,,,,,,,,,,,,
793,pot_plantBig,,,,,605,,,,furniture_plant,,,,,,,,,,,,,
290,pot_plantBig,,,,,606,,,,furniture_plant,,,,,,,,,,,,,
291,pot_plantBig,,,,,607,,,,furniture_plant,,,,,,,,,,,,,
292,pot_plantBig,,,,,610,,,,furniture_plant,,,,,,,,,,,,,
293,pot_plantBig,,,,,611,,,,furniture_plant,,,,,,,,,,,,,
294,pot_plantBig,,,,,613,,,,furniture_plant,,,,,,,,,,,,,
540,pot_plantBig,,,,,629,,,,furniture_plant,,,,,,,,,,,,,
800,pot_plantBig,,,,,646,,,,furniture_plant,,,,,,,,,,,,,
801,pot_plantBig,,,,,647,,,,furniture_plant,,,,,,,,,,,,,
802,pot_plantBig,,,,,648,,,,furniture_plant,,,,,,,,,,,,,
803,pot_plantBig,,,,,649,,,,furniture_plant,,,,,,,,,,,,,
967,pot_plantBig,,,,,661,,,,furniture_plant,,,,,,,,,,,,,
1272,pot_plantBig,,,,,749,,,,furniture_plant,,,,,,,,,,,,,
295,pot_plantSmall,,,,,2100,,,,furniture_plant,,,,,,,,,,,,,
296,pot_plantSmall,,,,,2101,,,,furniture_plant,,,,,,,,,,,,,
297,pot_plantSmall,,,,,2102,,,,furniture_plant,,,,,,,,,,,,,
298,pot_plantSmall,,,,,2103,,,,furniture_plant,,,,,,,,,,,,,
299,pot_plantSmall,,,,,2104,,,,furniture_plant,,,,,,,,,,,,,
300,pot_plantSmall,,,,,2105,,,,furniture_plant,,,,,,,,,,,,,
301,pot_plantSmall,,,,,2106,,,,furniture_plant,,,,,,,,,,,,,
302,pot_plantSmall,,,,,2107,,,,furniture_plant,,,,,,,,,,,,,
303,pot_plantSmall,,,,,2108,,,,furniture_plant,,,,,,,,,,,,,
304,pot_plantSmall,,,,,2109,,,,furniture_plant,,,,,,,,,,,,,
305,pot_plantSmall,,,,,2110,,,,furniture_plant,,,,,,,,,,,,,
306,pot_plantSmall,,,,,2111,,,,furniture_plant,,,,,,,,,,,,,
307,pot_plantSmall,,,,,2112,,,,furniture_plant,,,,,,,,,,,,,
308,pot_plantSmall,,,,,2113,,,,furniture_plant,,,,,,,,,,,,,
309,pot_plantSmall,,,,,2114,,,,furniture_plant,,,,,,,,,,,,,
310,pot_plantSmall,,,,,2115,,,,furniture_plant,,,,,,,,,,,,,
311,pot_plantSmall,,,,,2116,,,,furniture_plant,,,,,,,,,,,,,
312,pot_plantSmall,,,,,2117,,,,furniture_plant,,,,,,,,,,,,,
313,pot_plantSmall,,,,,2118,,,,furniture_plant,,,,,,,,,,,,,
314,pot_plantSmall,,,,,2119,,,,furniture_plant,,,,,,,,,,,,,
315,pot_plantSmall,,,,,2120,,,,furniture_plant,,,,,,,,,,,,,
316,pot_plantSmall,,,,,2121,,,,furniture_plant,,,,,,,,,,,,,
317,pot_plantSmall,,,,,2122,,,,furniture_plant,,,,,,,,,,,,,
318,pot_plantSmall,,,,,2123,,,,furniture_plant,,,,,,,,,,,,,
319,pot_plantSmall,,,,,2124,,,,furniture_plant,,,,,,,,,,,,,
320,pot_plantSmall,,,,,2125,,,,furniture_plant,,,,,,,,,,,,,
321,pot_plantSmall,,,,,2126,,,,furniture_plant,,,,,,,,,,,,,
322,pot_plantSmall,,,,,2127,,,,furniture_plant,,,,,,,,,,,,,
323,pot_plantSmall,,,,,2128,,,,furniture_plant,,,,,,,,,,,,,
324,pot_plantSmall,,,,,2129,,,,furniture_plant,,,,,,,,,,,,,
325,pot_plantSmall,,,,,2130,,,,furniture_plant,,,,,,,,,,,,,
326,pot_plantSmall,,,,,2131,,,,furniture_plant,,,,,,,,,,,,,
541,pot_plantSmall,,,,,2132,,,,furniture_plant,,,,,,,,,,,,,
586,pot_plantSmall,,,,,2133,,,,furniture_plant,,,,,,,,,,,,,
587,pot_plantSmall,,,,,2134,,,,furniture_plant,,,,,,,,,,,,,
542,pot_plantSmall,,,,,2135,,,,furniture_plant,,,,,,,,,,,,,
543,pot_plantSmall,,,,,2136,,,,furniture_plant,,,,,,,,,,,,,
544,pot_plantSmall,,,,,2137,,,,furniture_plant,,,,,,,,,,,,,
545,pot_plantSmall,,,,,2138,,,,furniture_plant,,,,,,,,,,,,,
546,pot_plantSmall,,,,,2139,,,,furniture_plant,,,,,,,,,,,,,
547,pot_plantSmall,,,,,2140,,,,furniture_plant,,,,,,,,,,,,,
548,pot_plantSmall,,,,,2141,,,,furniture_plant,,,,,,,,,,,,,
549,pot_plantSmall,,,,,2142,,,,furniture_plant,,,,,,,,,,,,,
550,pot_plantSmall,,,,,2143,,,,furniture_plant,,,,,,,,,,,,,
551,pot_plantSmall,,,,,2144,,,,furniture_plant,,,,,,,,,,,,,
552,pot_plantSmall,,,,,2145,,,,furniture_plant,,,,,,,,,,,,,
553,pot_plantSmall,,,,,2146,,,,furniture_plant,,,,,,,,,,,,,
554,pot_plantSmall,,,,,2147,,,,furniture_plant,,,,,,,,,,,,,
555,pot_plantSmall,,,,,2148,,,,furniture_plant,,,,,,,,,,,,,
556,pot_plantSmall,,,,,2149,,,,furniture_plant,,,,,,,,,,,,,
557,pot_plantSmall,,,,,2150,,,,furniture_plant,,,,,,,,,,,,,
558,pot_plantSmall,,,,,2151,,,,furniture_plant,,,,,,,,,,,,,
559,pot_plantSmall,,,,,2152,,,,furniture_plant,,,,,,,,,,,,,
670,pot_plantSmall,,,,,2153,,,,furniture_plant,,,,,,,,,,,,,
739,pot_plantSmall,,,,,2154,,,,furniture_plant,,,,,,,,,,,,,
740,pot_plantSmall,,,,,2155,,,,furniture_plant,,,,,,,,,,,,,
741,pot_plantSmall,,,,,2156,,,,furniture_plant,,,,,,,,,,,,,
794,pot_plantSmall,,,,,2157,,,,furniture_plant,,,,,,,,,,,,,
795,pot_plantSmall,,,,,2158,,,,furniture_plant,,,,,,,,,,,,,
796,pot_plantSmall,,,,,2159,,,,furniture_plant,,,,,,,,,,,,,
797,pot_plantSmall,,,,,2160,,,,furniture_plant,,,,,,,,,,,,,
798,pot_plantSmall,,,,,2161,,,,furniture_plant,,,,,,,,,,,,,
799,pot_plantSmall,,,,,2162,,,,furniture_plant,,,,,,,,,,,,,
838,pot_plantSmall,,,,,2163,,,,furniture_plant,,,,,,,,,,,,,
839,pot_plantSmall,,,,,2263,,,,furniture_plant,,,,,,,,,,,,,
1066,pot_plantSmall,,,,,2262,,,,furniture_plant,,,,,,,,,,,,,
1091,pot_plantSmall,,,,,2261,,,,furniture_plant,,,,,,,,,,,,,
1092,pot_plantSmall,,,,,2260,,,,furniture_plant,,,,,,,,,,,,,
1093,pot_plantSmall,,,,,2259,,,,furniture_plant,,,,,,,,,,,,,
1094,pot_plantSmall,,,,,2258,,,,furniture_plant,,,,,,,,,,,,,
1095,pot_plantSmall,,,,,2257,,,,furniture_plant,,,,,,,,,,,,,
1133,pot_plantSmall,,,,,2254,,,,furniture_plant,,,,,,,,,,,exotic,,
1233,pot_plantSmall,,,,,2253,,,,furniture_plant,,,,,,,,,,,,,
130,paint,,,,,2300,,,,furniture_poster,,,,,,,,,,,,,
131,paint,,,,,2301,,,,furniture_poster,,,,,,,,,,,,,
132,paint,,,,,2302,,,,furniture_poster,,,,,,,,,,,,,
133,paint,,,,,2303,,,,furniture_poster,,,,,,,,,,,,,
134,paint,,,,,2304,,,,furniture_poster,,,,,,,,,,,,,
135,paint,,,,,2305,,,,furniture_poster,,,,,,,,,,,,,
136,paint,,,,,2306,,,,furniture_poster,,,,,,,,,,,,,
137,paint,,,,,2307,,,,furniture_poster,,,,,,,,,,,,,
138,paint,,,,,2308,,,,furniture_poster,,,,,,,,,,,,,
139,paint,,,,,2309,,,,furniture_poster,,,,,,,,,,,,,
140,paint,,,,,2310,,,,furniture_poster,,,,,,,,,,,,,
141,paint,,,,,2311,,,,furniture_poster,,,,,,,,,,,,,
895,paint,,,,,2312,,,,furniture_poster,,,,,,,,,,,,,
896,paint,,,,,2313,,,,furniture_poster,,,,,,,,,,,,,
897,paint,,,,,2314,,,,furniture_poster,,,,,,,,,,,,,
898,paint,,,,,2315,,,,furniture_poster,,,,,,,,,,,,,
899,paint,,,,,2316,,,,furniture_poster,,,,,,,,,,,,,
900,paint,,,,,2317,,,,furniture_poster,,,,,,,,,,,,,
901,paint,,,,,2318,,,,furniture_poster,,,,,,,,,,,,,
902,paint,,,,,2319,,,,furniture_poster,,,,,,,,,,,,,
903,paint,,,,,2320,,,,furniture_poster,,,,,,,,,,,,,
904,paint,,,,,2321,,,,furniture_poster,,,,,,,,,,,,,
905,paint,,,,,2322,,,,furniture_poster,,,,,,,,,,,,,
906,paint,,,,,2323,,,,furniture_poster,,,,,,,,,,,,,
907,paint,,,,,2324,,,,furniture_poster,,,,,,,,,,,,,
908,paint,,,,,2325,,,,furniture_poster,,,,,,,,,,,,,
909,paint,,,,,2326,,,,furniture_poster,,,,,,,,,,,,,
910,paint,,,,,2325,,,,furniture_poster,,,,,,,,,,,,,
911,paint,,,,,2326,,,,furniture_poster,,,,,,,,,,,,,
915,paint,,,,,2410,,,,furniture_poster,,,,,,,,,,,,,
916,paint,,,,,2411,,,,furniture_poster,,,,,,,,,,,,,
917,paint,,,,,2412,,,,furniture_poster,,,,,,,,,,,,,
918,paint,,,,,2413,,,,furniture_poster,,,,,,,,,,,,,
919,paint,,,,,2414,,,,furniture_poster,,,,,,,,,,,,,
912,paint,,,,,2329,,,,furniture_poster,,,,,,,,,,,,,
269,painting1,絵画「猫のいる風景」,,"""The Cat""",,"800,-800,900,-900",,,,furniture_poster,,,,,,,,,,,,,
270,painting1,絵画「無題」,,"""Untitled""",,"801,-801,900,-901",,,,furniture_poster,,,,,,,,,,,,,
271,painting1,絵画「妹のいる風景」,,"""The Younger Sister""",,"802,-802,902,-902",,,,furniture_poster,,,,,,,,,,,,,
272,painting1,絵画「しどけないラーネイレ」,,"""Bewitching Larnneire""",,"803,-803,903,-903",,,,furniture_poster,,,,,,,,,,,,,
273,painting1,絵画「しどけないリアナ」,,"""Bewitching Rianna""",,"810,-810,910,-910",,,,furniture_poster,,,,,,,,,,,,,
267,painting1,絵画「クイーン・セドナ」,,"""Queen Sedona""",,"812,-812,912,-912",,,,furniture_poster,,,,,,,,,,,,,
268,painting1,絵画「貴婦人」,,"""The Lady""",,"813,-813,913,-913",,,,furniture_poster,,,,,,,,,,,,,
275,painting1,絵画「クイーン・セドナ」,,"""Queen Sedona""",,"814,-814,914,-914",,,,furniture_poster,,,,,,,,,,,,,
274,painting1,絵画「貴婦人」,,"""The Lady""",,"815,-815,915,-915",,,,furniture_poster,,,,,,,,,,,,,
920,painting1,絵画「森で」,,"""In the forest""",,"918,-918,918,-918",,,,furniture_poster,,,,,,,,,,,,,
933,painting1,絵画「鏡の中の婦人」,,"""Lady In the Mirror""",,"856,-856,956,-956",,,,furniture_poster,,,,,,,,,,,,,
958,painting1,絵画「謎の影」,,"""Strange Shadow""",,"857,-857,957,-957",,,,furniture_poster,,,,,,,,,,,,,
ps_front,paintsign_side,,,,,2202,,,,furniture_poster,,,,,,,,,oak,,,,
ps_side,paintsign_side,,,,,2203,,,,furniture_poster,,,,,,,,,,,,,
ps_side2,paintsign_side,,,,,2204,,,,furniture_poster,,,,,,,,,,,,,
ps_side3,paintsign_side,,,,,2205,,,,furniture_poster,,,,,,,,,,,,,
ps_side4,paintsign_side,,,,,2206,,,,furniture_poster,,,,,,,,,rosewood,,,,
ps_stand,paintsign_stand,,,,,2201,,,,furniture_poster,,,,,,,,,,,,,
ps_stand2,paintsign_stand,,,,,2207,,,,furniture_poster,,,,,,,,,,,,,
ps_stand3,paintsign_stand,,,,,2208,,,,furniture_poster,,,,,,,,,,,,,
1156,poster,バナー,,banner,,860,,,,furniture_poster,,23,,,,,,,,,,,
1157,poster,バナー,,banner,,861,,,,furniture_poster,,23,,,,,,,,,,,
283,poster,大陸地図,,,,826,,,,furniture_poster,,18,,,,,,,,,,,
284,poster,大陸地図,,,,828,,,,furniture_poster,,18,,,,,,,,,,,
280,poster,,,,,830,,,,furniture_poster,,,,,,,,,,,,,
281,poster,,,,,831,,,,furniture_poster,,,,,,,,,,,,,
282,poster,「パルミア・タイムス」,,"""Palmia Times""",issue,832,,,,furniture_poster,Newspaper,,,,,,,,,,,,
604,poster,,,,,833,,,,furniture_poster,,,,,,,,,,,,,
605,poster,,,,,834,,,,furniture_poster,,,,,,,,,,,,,
606,poster,,,,,835,,,,furniture_poster,,,,,,,,,,,,,
607,poster,,,,,836,,,,furniture_poster,,,,,,,,,hide,,,,
608,poster,,,,,837,,,,furniture_poster,,,,,,,,,,,,,
609,poster,,,,,838,,,,furniture_poster,,,,,,,,,,,,,
610,poster,,,,,839,,,,furniture_poster,,,,,,,,,,,,,
1277,poster,,,,,739,,,,furniture_poster,,,,,,,,,,,,,
1278,poster,,,,,740,,,,furniture_poster,,,,,,,,,,,,,
1279,poster,,,,,741,,,,furniture_poster,,,,,,,,,,,,,
611,poster,,,,,840,,,,furniture_poster,,,,,,,,,,,,,
612,poster,,,,,841,,,,furniture_poster,,,,,,,,,,,,,
613,poster,,,,,842,,,,furniture_poster,,,,,,,,,,,,,
634,poster,,,,,843,,,,furniture_poster,,,,,,,,,,,,,
635,poster,,,,,844,,,,furniture_poster,,,,,,,,,,,,,
636,poster,,,,,845,,,,furniture_poster,,,,,,,,,,,,,
637,poster,,,,,846,,,,furniture_poster,,,,,,,,,,,,,
638,poster,,,,,847,,,,furniture_poster,,,,,,,,,,,,,
639,poster,,,,,848,,,,furniture_poster,,,,,,,,,zylon,,,,
1121,poster,,,,,948,,,,furniture_poster,,,,,,,,,,,,,
1152,poster,掛け軸,,hanging scroll,,"5000,-5000,5100,-5100","1,2,3",,,furniture_poster,,30,,,,,,,,,"exotic,randomSkin",,
1221,poster,扁額,,foreign tablet,,950,1,,,furniture_poster,,30,,,,,,plank/4,oak,,"exotic,randomSkin",,
827,poster,メニューボード,,menu board,,849,,,,furniture_poster,,8,,,,,,,,,,,
285,posterBig,,,,,819,,,,furniture_poster,,,,,,,,,,,,,
388,tapestry1,,,,,824,,,,furniture_poster,,,,,,,,,,,,,
389,tapestry1,,,,,825,,,,furniture_poster,,,,,,,,,,,,,
1280,tapestry1,,,,,823,,,,furniture_poster,,,,,,,,,,,,,
561,tapestry1,旗,,flag,,717,,,,furniture_poster,,,,,,,,dye/1,rubinus,,,,
ps_tap1,tapestry1,,,,,854,,,,furniture_poster,PaintBoard,,,,,,,dye/1,rubinus,,,,
ps_tap2,tapestry1,,,,,855,,,,furniture_poster,PaintBoard,,,,,,,dye/1,rubinus,,,,
1062,stall,,,,,,,,,furniture_special,,,,,,,,,,,,,
1063,stall,脱衣室,,changing room,,3104,,,,furniture_special,ChangingRoom,,,,,,,texture,silk,ext,,,
1201,stall,小屋,,shed,,3110,,,,furniture_special,,,,,,,,"log/10,plank/10",oak,,,,
621,counter,,,,,"2931,-2931,2931,-2931",,,,furniture_table,,,,,,,,,,,,,
622,counter,,,,,"2935,-2935,2935,-2935",,,,furniture_table,,,,,,,,plank/1,oak,,,,
623,counter_corner,,,,,"2932,2934,2933,-2934",,,,furniture_table,,,,,,,,,,,,,
624,counter_corner,,,,,"2936,2938,2937,-2938",,,,furniture_table,,,,,,,,plank/1,oak,,,,
436,table,大きなテーブル,,big table,,1522,,,,furniture_table,,,,720,,,,"log/2,stick/2",,,,,
439,table,モダンなテーブル,,modern table,,1814,,tiletype/Obj,,furniture_table,,,,1000,,,factory_metal,"ingot/6,plank/3",plastic,,,,
441,table,モダンなミニテーブル,,modern mini table,,1815,,,,furniture_table,,,,700,,,factory_metal,"ingot/4,plank/2",plastic,,,,
440,table,モダンな長いテーブル,,modern long table,,1823,,,,furniture_table,,,,900,,,factory_metal,"ingot/5,plank/2",plastic,,,,
437,table,石の長いテーブル,,stone long table,,1825,,,,furniture_table,,,,450,,,factory_stone,cutstone/8,granite,,,,
590,table,ラウンドテーブル,,round table,,1925,,tiletype/Obj,,furniture_table,,,,680,,,,"plank/4,nail/1",,,,,
591,table,ラウンドテーブル,,round table,,1926,,tiletype/Obj,,furniture_table,,,,640,,,,"log/2,nail/1",,,,,
1218,table,奉納酒,,sake barrel,,2125,,tiletype/Obj,,furniture_table,,20,,1500,,,,"texture/4,rope/2,#booze/2",cotton,,,,
1209,table,丸太のテーブル,,log table,,2126,,tiletype/Obj,,furniture_table,,,,500,,,,log/5,,,,,
1210,table,,,,,2127,,tiletype/Obj,,furniture_table,,,,700,,,,"plank/4,nail/1",,,,,
1211,table,,,,,2128,,tiletype/Obj,,furniture_table,,,,1100,,,,"plank/8,nail/2",,,,,
592,table,ラウンドテーブル,,round table,,1927,,tiletype/Obj,,furniture_table,,,,1200,,,loom,"texture/4,plank/4",cotton,,,,
963,table,ラウンドテーブル,,round table,,1930,,tiletype/Obj,,furniture_table,,,,800,,,loom,"texture/3,892/2",cotton,,,,
438,table,書斎机,,study desk,,"1824,-1824,1924,-1924",,,,furniture_table,,12,,1500,,,,"plank/4,ingot/2",oak,,,,
435,table,,,,,,,,,furniture_table,,,,600,,,,"log/2,stick/2",,,,,
384,table_cook,,,,,1416,,,,furniture_table,,12,,500,,,factory_stone,"cutstone/4,plank/4",,,,,
387,table_cook,流し台,,sink,,1420,,,,furniture_table,,13,,800,,,factory_stone,"cutstone/4,drink/4",,,,,
385,table_cook,,,,,1424,,,,furniture_table,,12,,350,,,factory_stone,cutstone/6,,,,,
386,table_cook,流し台,,sink,,1425,,,,furniture_table,,13,,300,,,factory_stone,cutstone/4,,,,,
1262,table_cook,流し台,,sink,,"1861,-1861,1860,-1860",,,,furniture_table,,13,,300,,,factory_stone,cutstone/4,,,,,
651,window,,,,,2400,,window_big,,furniture_window,,8,,700,,,,"plank/2,glass/2",,,,,
652,window,,,,,2402,,window_big,,furniture_window,,8,,700,,,,"plank/2,glass/2",,,,,
973,window,,,,,2404,,window_big,,furniture_window,,8,,600,,,,"plank/4,glass/1",,,,,
974,window,丸窓,,round window,,2406,,window_big,,furniture_window,,20,,750,,,,"plank/2,glass/2",,,,,
975,window,丸窓,,round window,,2408,,window_big,,furniture_window,,20,,750,,,,"plank/2,glass/2",,,,,
1132,window,丸窓,,round window,,2415,,window_big,,furniture_window,,22,,800,,,,"plank/2,glass/1,texture/1",,,exotic,,
427,window,小窓,,small window,,2500,,,,furniture_window,,4,,400,,,,"plank/1,glass/1",,,,,
428,window,小窓,,small window,,2502,,,,furniture_window,,4,,400,,,,"plank/1,glass/1",,,,,
1168,window,草の小窓,,small grass window,,2417,,,,furniture_window,,6,,240,,Starter,workbench,"grass,branch",grass,,,,
1193,window,小窓,,small window,,2421,,window_small,,furniture_window,,4,,500,,,factory_wood,plank/3,oak,,,,
616,window,,,,,2509,,window_big,,furniture_window,,8,,700,,,,"plank/2,glass/2",,,,,
617,window,ステンドグラスの窓,,stained glass window,,2511,,window_stained,,furniture_window,,32,,1400,,,,"plank/1,glass/6",,,,,
614,windowL,,,,,1605,,window_huge,,furniture_window,,25,,1200,,,,"cutstone/4,glass/4",granite,,,,
625,windowL,,,,,1607,,window_huge,,furniture_window,,25,,1000,,,,"plank/4,glass/4",,,,,
615,windowL,ステンドグラスの窓,,stained glass window,,1609,,window_stainedL,,furniture_window,,32,,1800,,,,"plank/2,glass/8",,,,,
343,roomPlate,,,,,1827,,,,home,,,,,,,,,,,,,
342,roomPlate,,,,,,,,,home,,,,,,,,,,,,,
369,signpost,,,,,1919,,,,home,,5,,400,,,factory_sign,"log/2,vine/1",,,,,
3,board,,,,,1412,,,,home_board,,,,,,,,,,,,,
4,board,,,,,2114,,,,home_board,,,,,,,,,,,,,
5,board,,,,,1917,,,,home_board,,,,,,,,,,,,,
363,sign,畑の立札,,farm sign,,3101,,,,home_sign,SpotFarm,,,,,*,factory_sign,,,,,農民が農作業をする区域を指定するための立札だ。,A sign designating the area for farmers to do agricultural work.
364,sign,釣り場の立札,,fishing sign,,3102,,,,home_sign,SpotFish,,,,,*,factory_sign,,,,,釣り人が釣りをする区域を指定するための立札だ。,A sign designating the area for anglers to fish.
365,sign,牧場の立札,,ranch sign,,3103,,,,home_sign,SpotRanch,,,,,*,factory_sign,,,,,家畜を集めておく区域を指定するための立札だ。,A sign designating the area for gathering livestock.
366,sign,木こりの立札,,lumberjack sign,,3104,,,,home_sign,SpotLumberjack,,,,,*,factory_sign,,,,,木こりが伐採する区域を指定するための立札だ。,A sign designating the area for loggers to cut down trees.
367,sign,ゴミ捨て場の立札,,garbage dump sign,,3105,,,,home_sign,SpotGarbage,,,,,*,factory_sign,,,,,ゴミを置いておく区域を指定するための立札だ。,A sign designating the area for placing trash.
368,sign,資源置き場の立札,,stockpile sign,,3106,,,,home_sign,SpotStockpile,,,,,*,factory_sign,,,,,生産品などを置いておく区域を指定するための立札だ。,A sign designating the area for storing produced goods.
1173,sign,商品在庫の立札,,goods stock sign,,3110,,,,home_sign,SpotStock,6,,,,*,factory_sign,,,,,補充する産品を置いておく区域を指定するための立札だ。,A sign designating the area for storing replenishment products.
1222,sign,燃料置き場の立札,,fuel storage sign,,3111,,,,home_sign,SpotFuel,6,,,,*,factory_sign,,,,,燃料を置いておく区域を指定するための立札だ。,A sign designating the area for storing fuel.
1225,sign,(予定)訓練場の立札,,(planned) training spot sign,,3113,,,,home_sign,SpotTraining,10,,,,,,,,,,戦闘訓練する区域を指定するための立札だ。訓練設備を置いておくと、住人が暇な時間に訓練するようになる。,A sign designating the area for combat training. Residents will use their free time to train if training equipment are placed. 
1226,sign,(予定)礼拝場の立札,,(planned) prayer spot sign,,3114,,,,home_sign,SpotPrayer,10,,,,,,,,,,神に祈りを捧げる区域を指定するための立札だ。祭壇を設置しておくと、信心深い住人が信仰を深めるようになる。,A sign designating the area for praying. Faithful residents will deepen their devotion here if altars are placed.
1227,sign,食堂の立札,,dining spot sign,,3115,,,,home_sign,SpotDining,10,,,,*,factory_sign,,,,,食事をする区域を指定するための立札だ。食堂で食事をすると食事効果が上昇するが、微々たるものだ。,"A sign designating the area for dining. Eating in the dining spot provides a slight boost to the meal's effects, though it's minimal."
1267,sign,植林の立札,,forestation spot sign,,3117,,,,home_sign,SpotBiome,9,,,,*,factory_sign,,,,,草木が成長する区域を指定するための立札だ。草木以外のものが生まれることもよくある。,"A sign designating the area for plant growth, though other things may also emerge."
1224,sign,道案内の立札,,guide sign,,3112,,,,home_sign,SpotGuidePC,,,,,*,factory_sign,,,,,拠点に入った時の出現位置を指定するための立札だ。,A sign designating the spawning spot when entering home.
